ID_REF	GSM177105	GSM177106	GSM177107	GSM177108	GSM177109	GSM177110	GSM177111	GSM177112	GSM177113	GSM177114	GSM177118	GSM177115	GSM177116	GSM177117
katA	75.37425853	257.6020028	1983.730052	860.4812823	609.2962285	583.6663156	426.0857522	511.6452316	469.1807461	601.3245293	558.7271051	407.3146797	299.8298064	370.6721721
katE	102.7503858	48.13452004	153.2772742	76.58553365	211.4246822	278.7832359	395.0797248	1161.682417	5446.070715	3191.458118	900.7606537	610.1414782	637.8175568	783.6143461
katX	108.0084219	39.28754189	154.8792434	92.98976317	237.3710199	247.2797002	199.3279209	747.0184163	2098.292374	1853.453236	639.145241	476.0601306	510.9364321	736.733993
kbaA	87.73009952	68.73628618	146.8296991	93.31260024	140.5558802	279.7511012	151.4817308	523.4834077	345.1309393	332.4514823	263.5622614	192.8051797	335.6933156	435.6422295
kbl	87.18451422	40.39206503	108.3834	59.30163596	127.2039799	142.1233707	77.22521086	220.7087475	115.680349	111.8173307	107.7093737	115.2801254	166.1105622	285.8273183
kdgA	103.1786024	52.6368044	137.663282	82.02546715	105.3466042	142.5179671	82.36731183	168.6630338	110.1251367	85.33111533	103.6804446	101.4763695	135.4860025	132.7897519
kdgK	88.03467636	55.44555881	178.0328924	111.3532611	133.8988723	188.5757038	104.0403971	214.2275181	198.6382987	127.02776	137.663282	125.4527252	188.0535851	272.1012926
kdgR	55.98622495	59.87990386	316.9255145	188.3144635	190.019017	259.2140307	178.0328924	276.4739993	311.0494187	203.5162242	222.8609442	238.1951124	282.0877097	362.289705
kdgT	94.68080059	57.28160454	94.28785189	57.24191371	100.1487081	98.97553119	68.64106348	205.3583786	119.0150327	103.4650712	77.97825688	81.51535842	137.5678941	178.2798695
kduD	101.7581121	78.46623104	196.3113804	112.5170638	126.2377862	193.206524	105.200664	193.8772884	142.8146333	183.4190912	135.9563759	135.7680309	185.8506598	242.5267381
kduI	53.40859399	41.09810589	152.3240571	92.98976317	131.5985698	166.341	74.1307396	235.8948317	174.1274691	170.4258065	143.2111489	130.6895521	226.1286532	253.5277752
kinA	60.17114896	48.97589663	148.570101	88.46286122	175.460199	190.019017	146.7279598	287.018516	249.3450927	273.0459599	177.9095321	213.7825074	183.2919989	211.4246822
kinB	102.1821935	57.5203281	121.7687394	80.95229071	221.168176	199.7428429	105.6390923	215.4187475	165.7655039	173.4047971	144.6076435	116.2429975	164.8488486	202.6715817
kinC	76.69177737	52.02019853	76.6386371	93.11876375	251.776531	326.7401648	340.1435684	1122.111249	460.1626248	523.1206823	458.5705831	590.1754096	555.6374384	624.2586082
kinD	66.53308385	53.81737058	218.2745323	196.7200232	186.1084822	210.6932084	121.0114709	209.2378441	69.26237725	87.8518036	138.0454953	169.1313159	240.8514835	218.5773349
kinE	52.92949558	39.47862943	48.6713201	22.86390624	47.90153558	96.93864422	46.94826701	93.18333114	98.3600116	85.98421925	66.07350627	69.4546798	82.59599939	105.8589912
kipA	59.87990386	39.39662123	105.7489846	64.98343046	119.1801369	170.3077173	135.4860025	324.0336881	511.290709	318.4669832	330.1550722	285.0359343	260.2943164	315.1729698
kipI	63.55791971	34.96888765	82.85403193	48.30163099	110.6607656	110.2779084	76.10925536	240.0182007	585.6926583	289.8173189	291.2269383	213.9307415	202.8121116	197.4029857
kipR	117.0515315	75.74086539	242.4426993	147.8509804	110.8911176	288.2146781	171.3734729	443.5644705	522.3959855	322.4652749	394.8059713	310.6185114	340.1435684	374.8059382
ksgA	77.33234198	163.5967185	1658.312287	1265.068684	742.3727784	949.4840795	839.2751182	842.7728336	654.8406176	376.8900767	395.6278014	402.5432536	469.1807461	485.0534761
lacA	73.66972744	48.43573738	273.0459599	163.9372623	201.6905948	202.5311491	127.2921816	283.6562811	166.9184941	162.1291845	184.5668955	97.0731229	136.5229799	192.1381245
lacR	46.72102434	257.6020028	1884.544308	840.4394074	339.4369946	597.1708773	486.0631659	584.0710225	308.9008434	455.0874528	311.9130275	235.2416982	227.0710541	263.7450121
lcfA	73.31314547	55.02441512	235.5680386	172.9246828	208.2250747	207.2172074	149.396237	267.4267553	461.1205017	523.1206823	491.8245703	372.7333245	333.3745125	332.4514823
lctP	78.90254883	68.83164099	345.1309393	177.1711637	250.2107562	221.9360163	156.8237225	414.4344149	298.3785467	168.3126733	180.268061	105.4196502	499.035971	281.3066797
ldh	100.1487081	147.1353405	736.733993	370.9291916	218.7288937	406.1869277	363.7995631	368.3669965	315.8290355	400.0398746	244.8916885	304.2260749	793.4524733	464.6498075
lepA	101.6876032	617.3736078	8433.992363	5661.623118	6672.445957	4959.572312	5427.228742	4576.408118	2310.517018	2776.400541	2663.30142	3485.137836	3489.972613	3202.538058
leuA	74.28505052	32.42422081	75.06143675	36.60579114	90.88687095	124.5861599	78.14057681	161.7923966	367.3470809	254.0555199	169.3659443	174.7319959	153.8094143	229.2852915
leuB	90.07157602	72.50456866	400.0398746	221.168176	241.5201922	290.6219781	248.1381931	330.1550722	382.9467541	269.1002647	228.6504582	199.7428429	271.9127517	302.3341213
leuC	75.06143675	56.21954997	259.8436513	179.2712091	263.3796372	382.9467541	437.1546698	376.1071701	652.1228674	591.4039217	660.7679951	794.0026433	790.7073363	765.8935083
leuD	98.4282132	53.48268537	212.4530139	150.7485171	146.3217069	239.8518904	183.2919989	236.0583982	262.2865467	259.0344195	173.8862444	212.1586955	212.6003262	270.4091201
leuS	106.817188	277.8187192	2014.212248	1987.859394	2107.037098	2963.322646	4156.057791	2003.073994	2211.791995	1878.02428	2797.650446	3057.210129	3136.630778	2390.339793
levD	74.54294953	44.63179732	48.36863771	32.37930243	82.88275193	101.8286699	30.56905396	157.8050977	58.72895247	80.17052407	135.8621707	150.6440624	199.3279209	313.4301165
levE	104.618922	70.13195305	72.80673458	53.70557677	113.2211757	152.9588742	61.64876122	182.9112499	83.69096631	89.63560454	98.3600116	122.5307466	225.1901634	324.258369
levF	143.0127537	93.24794329	129.5172097	87.97367652	188.3144635	241.5201922	135.6739563	305.7057759	138.6208058	152.6411357	168.6630338	191.3407038	307.1926739	485.7263694
levG	120.0923132	89.3254889	150.6440624	98.7699312	154.5575157	196.8564264	121.7687394	284.4438345	146.1190025	189.6242941	159.5649529	218.1232883	260.8361463	374.2867068
levR	91.90044868	59.87990386	254.1435841	167.8466578	210.4013279	326.7401648	288.6145055	438.0646531	259.5736268	429.9425244	349.9487877	308.4729126	318.0258001	378.7232024
lexA	63.77857682	106.0058447	1956.419454	1400.765751	1123.667904	1080.887007	845.6987289	797.3116836	480.3692526	735.2035894	616.9458253	648.5167379	570.862704	559.8901542
lgt	108.6090114	91.64599944	776.0468821	707.7028897	1091.427058	1341.842846	1561.806493	1876.722984	2880.293273	2836.704191	2154.294844	1741.36148	1650.857639	1705.524779
licA	105.4927469	73.31314547	138.3328515	75.53115797	148.570101	185.5931946	131.1432733	302.543756	125.1053781	250.0373834	235.7313785	244.7220013	291.4288714	387.2174073
licB	194.0117205	122.8709454	609.2962285	362.5409122	501.4631924	425.2006523	301.4970341	636.9339665	703.7894121	584.0710225	491.1432291	437.1546698	533.003058	635.1704564
licC	119.7598077	61.22292212	85.0358921	91.07606152	158.9027189	165.8804436	76.6386371	285.431352	169.2485895	169.0141236	143.509258	129.2481661	171.1360634	205.2160843
licH	146.8296991	56.14166712	77.81627412	71.55595846	126.4129103	162.9177517	70.22924401	312.3457306	158.9027189	163.2568821	168.1960483	176.3136059	242.1907576	345.8493656
licR	56.33657687	44.7867477	213.9307415	171.4923011	221.9360163	225.0341276	135.1108759	316.2671711	265.3954819	579.6346379	380.3015477	302.3341213	256.8887676	293.6593982
licT	76.10925536	50.56264396	493.8742705	365.0625836	348.9798675	417.8959596	329.6976972	639.5884163	549.5092666	400.8725997	365.3157135	320.6820963	294.8832364	396.1766383
ligA	140.5558802	187.2731163	3640.699622	2457.541391	1768.119416	2241.1135	2440.565913	1657.737659	1380.523757	1447.151251	1719.770098	1599.050737	1347.435034	1430.198817
ligB	91.9641713	146.2203196	2764.877794	1820.349811	1193.514187	945.5434862	502.8554728	1117.45421	785.2455218	372.475055	198.776032	138.6208058	139.7786299	157.0412771
lip	76.6386371	39.26031927	91.90044868	62.94413274	125.7138682	169.3659443	91.01295428	464.6498075	233.9408513	247.1083584	250.2107562	277.6262167	289.0148876	314.0825542
lipA	56.72842875	34.7273399	534.1125599	618.2300628	418.765854	545.7135289	438.9765308	732.6599783	917.7771004	882.8349901	1231.328511	802.857425	949.4840795	805.0865072
lipB	75.4788219	49.83198023	201.550842	89.4494062	178.4034866	259.2140307	193.206524	217.0675109	567.3125621	654.386874	595.104823	552.181981	362.5409122	427.268752
lmrA	74.74991326	405.0622982	7052.895751	6888.623434	4252.218452	3200.318997	2187.397956	768.0199625	369.6458741	470.8096236	698.4436915	787.4257056	616.9458253	688.8280108
lmrB	117.9474158	240.0182007	3961.963846	4672.56818	2693.002773	1819.088478	945.5434862	646.7211581	260.8361463	266.501529	377.9364879	327.4203088	477.0510998	401.9855968
lonA	44.63179732	65.9819724	381.621859	413.5735181	759.023109	877.9530615	759.023109	2874.310095	1451.169174	2076.589015	1311.498098	1015.517932	1508.60563	1389.162831
lonB	64.80350767	60.71579617	871.8885967	628.1651084	643.5908478	649.8666936	523.1206823	726.5911584	375.8465628	273.6143338	388.2924916	520.9496024	408.4455628	393.4400464
lpdV	56.33657687	70.27794008	642.2539287	340.3794197	367.8566852	580.0365493	807.3217782	700.3828756	612.6842692	443.8720325	619.946539	862.2724645	917.1411662	1167.332631
lplA	50.00498433	41.26938402	77.92422519	32.35686659	54.60647028	84.2146896	47.11125959	84.38999133	64.13322273	73.36397989	57.04387174	62.8569341	85.56803171	103.6804446
lplB	103.8962664	80.22611331	115.120424	63.46987077	92.6038327	196.3113804	130.5989964	275.1357883	148.9825964	158.0240137	100.775421	137.4725724	142.5179671	217.2180228
lplC	85.0358921	53.85468687	116.0015281	58.20212812	112.9859835	136.7123722	49.14592863	155.5247094	109.0616442	148.2614792	77.17170097	79.78247643	120.2589119	116.0819621
lplD	231.8422997	67.22845082	144.2072612	119.7598077	137.5678941	253.352104	155.2016408	241.6876593	128.9796813	128.2664455	101.3357908	140.7508671	166.2257411	224.4110647
lrpA	38.63937893	33.40518168	200.1586286	128.4443838	164.2785149	291.8331578	201.9703913	320.2378445	284.0497848	303.5941118	273.6143338	241.8552425	212.3058037	300.245747
lrpB	47.24206098	51.51783281	172.3264089	110.7374964	128.5334455	170.7805657	107.1880304	223.7897268	99.80221985	96.33579183	89.07816908	80.17052407	94.6151956	108.4585517
lrpC	152.2185107	52.45469489	466.2629548	297.3462354	386.9491016	374.0273609	346.5692874	442.6430624	267.7977446	555.2524333	494.5594004	466.2629548	334.7638652	388.5617288
lspA	108.2332528	113.6930299	429.6446142	756.9215648	777.1234575	2302.523236	2630.278777	3202.538058	1480.63467	1061.581927	921.6019761	1029.694034	1633.782251	1497.146827
luxS	133.1584341	1100.543153	5752.606211	3206.980797	1698.44643	4311.57721	2615.733779	2493.575206	1080.138053	3441.925129	2906.364633	2932.671982	3191.458118	2514.402681
lysA	98.22375014	554.4832233	5359.935781	2842.609089	2510.919393	2050.8411	2145.353988	1429.207822	608.4521498	1525.429722	1331.65071	1571.580002	1485.775061	1512.794177
lysC	64.31128451	129.9668609	622.0988375	352.1387054	549.1285078	386.6809819	332.9126775	495.2454808	155.7404619	417.8959596	540.0690263	653.9334447	573.6392777	540.4435034
lysS	86.40243105	220.0976605	4237.506894	4170.486578	3463.464089	4087.491457	5264.205158	2410.304998	2127.583444	2597.665586	3568.247571	3771.702056	3347.805505	3057.210129
lytA	39.97427602	27.30323514	75.16556616	85.86510239	122.6157079	276.8575395	199.8813421	1398.825223	1227.068438	1130.699619	723.5756257	315.3915068	531.8958609	675.5880503
lytB	73.00887782	50.87905606	145.0091373	120.7600961	201.2716268	273.2352865	244.2136449	800.6345146	1229.62271	921.6019761	567.3125621	431.4351767	447.5794537	584.0710225
lytC	95.60406126	65.75369212	296.9343116	223.1701093	256.3551375	470.8096236	466.9097807	974.149915	1484.745557	1515.943217	1227.068438	898.8895208	874.3093395	1030.408011
lytD	87.30546143	64.13322273	107.4111535	77.76235468	119.8428477	198.0883192	101.3357908	470.1573951	327.8745245	391.5356871	218.8805575	174.9743938	208.6585171	335.6933156
lytE	47.76890827	33.73092555	52.12848404	67.13531696	108.6090114	257.0668911	304.2260749	419.9285305	1130.699619	1795.288517	1565.057557	1606.828232	1952.355421	2285.034132
lytF	19.8903947	13.67055585	49.1800058	44.1395495	124.3273594	98.15569022	44.87997602	247.7944389	128.8010014	195.2258116	92.7965973	74.8536105	128.2664455	184.0558762
lytR	95.47161771	66.71780869	463.6845993	346.8095942	421.3864168	634.7303424	610.5645426	1744.986307	806.203368	1166.523778	928.6556968	1035.419731	981.605825	1073.420775
lytS	71.80438275	54.64433372	348.7380569	254.5843632	268.3551937	320.2378445	174.7319959	317.8054378	260.1139566	336.6253466	308.9008434	238.3602739	385.6103595	382.1512661
lytT	87.30546143	58.64759326	441.8766847	487.750655	571.258533	780.9032465	868.8720913	573.241799	570.0718685	447.5794537	834.0557446	963.4059341	907.0259396	726.0876983
maa	93.11876375	60.04615658	156.2811536	121.7687394	150.8530442	255.8226158	177.663068	1086.144247	405.9054779	308.9008434	271.7243415	220.0976605	287.217531	343.2224234
maeN	104.5464309	74.80174391	228.0173826	200.4362998	354.5880238	326.7401648	173.5250338	334.0684666	188.0535851	190.6787153	393.167429	600.491494	689.3056355	681.230869
maf	90.07157602	219.9451533	1920.145606	1589.10639	1690.225477	1734.1344	1774.257882	1912.176527	1211.014144	1760.781284	1811.538812	1760.781284	1585.805369	2137.931627
malA	121.7687394	69.31040291	122.1068225	70.76676181	106.817188	167.0342333	84.85924866	280.1391875	78.14057681	162.9177517	197.6768341	165.8804436	237.2065438	352.382874
malP	79.61674581	40.72943793	48.95892582	30.08557448	103.7523353	80.5046382	32.15564225	143.9077022	59.21948339	74.54294953	68.73628618	65.89056534	78.08643266	93.63655813
malS	86.3425622	114.7221375	888.3596156	664.9029646	564.1754193	826.0011614	1136.986966	2713.614371	2850.50141	2281.868597	1648.57065	1728.13475	1529.66498	1506.515708
manA	88.15680297	59.26054544	253.352104	94.68080059	208.3694554	262.8325237	154.1295848	375.0658239	165.4211623	233.6167651	324.0336881	488.7659592	801.1896645	1970.027427
manP	41.58525	28.32492047	42.25353091	27.58859344	59.67273513	125.5397125	28.12926595	333.143515	59.83841266	58.24248474	148.9825964	165.8804436	447.2693227	910.8060094
manR	65.6626013	176.191437	1397.855967	767.4877961	720.0733184	752.7359162	557.1801301	546.0919198	1742.568918	1300.634606	1108.198036	991.1777555	943.5793267	1066.745271
map	853.9453889	303.3837494	22042.49634	34373.28229	44146.14985	40510.26775	38245.43668	16797.97843	36738.37004	21844.76553	35388.67191	37745.05426	42879.48625	43088.04437
mbl	150.7485171	161.0092764	2940.814358	3013.031416	2091.032833	3317.774228	3712.048899	4731.231374	1930.82273	1084.639575	2612.110114	2803.474049	2296.148128	2370.539964
mcpA	89.75995204	44.1395495	85.62736351	75.68838402	95.93597451	170.8989828	109.6680902	360.0366592	68.21419111	138.5247545	121.9376637	94.94367577	150.43537	243.5374787
mcpB	92.6038327	49.07784511	266.9637413	187.4029691	234.4278237	261.3791042	239.8518904	291.8331578	276.6657029	320.9044532	219.6404558	213.338421	196.4475003	371.4437652
mcpC	75.00942616	39.12448889	106.4476286	65.89056534	159.7863103	162.016844	106.521438	222.2438983	208.8031983	260.4748012	193.7429495	192.1381245	187.6629449	246.4241774
mcsA	88.64700596	339.9078805	2699.54397	878.5618232	510.2286146	783.0713743	748.5734136	1857.311394	3063.574033	2318.538552	1468.370174	1136.986966	1108.198036	1326.124031
mcsB	53.89202903	206.3572049	1896.337454	780.9032465	463.6845993	752.2143402	797.3116836	1322.452327	1908.204399	1946.949839	1107.430158	1007.106124	1038.294507	1170.573655
mdh	152.1130374	86.16320443	576.4293561	543.448683	570.4671492	627.2948899	612.6842692	834.0557446	3420.520118	2994.293654	2242.66746	2337.90404	2599.466775	3756.048561
mdr	91.32892837	131.8725061	417.0278723	367.6017947	319.1299057	706.232792	703.7894121	470.4833963	175.8254379	406.1869277	689.7835914	684.0699281	700.8685123	806.203368
mecA	78.90254883	533.003058	7372.815809	4757.539766	2930.639913	2502.232272	2024.009014	2648.573813	1728.13475	1555.32461	769.0854026	787.9716967	524.209613	639.5884163
med	79.7271946	89.94679681	1083.88802	801.7451994	694.5814157	804.5286571	545.3354001	580.4387393	365.8224998	523.8463845	514.1337821	571.258533	635.6108757	698.9279836
melA	70.61975936	42.72474571	191.3407038	111.7398517	228.0173826	187.6629449	109.5161633	230.7201184	142.0248924	194.9553587	167.8466578	162.8048649	164.2785149	184.5668955
menA	142.0248924	133.6207267	2091.032833	1910.851567	1312.407474	1700.802609	1234.747216	1414.425035	939.0121402	845.1127383	1066.006116	878.5618232	896.4007216	968.7630302
menB	83.74899657	146.6262909	915.5532579	822.5730527	710.1598562	1547.796407	1925.476767	1687.88395	1974.128246	1470.407179	1521.206191	1537.104996	1181.988268	1246.787603
menC	60.42191483	64.80350767	413.8602848	304.4370214	343.4604096	506.7042081	615.6642554	908.2842165	1133.05329	898.2666739	681.230869	675.1199306	589.7664729	588.1335578
menD	77.81627412	251.2535203	1331.65071	970.7796123	1071.190978	1107.430158	1133.05329	1016.926715	710.6522721	540.0690263	552.5648571	484.7173792	530.7909637	512.3550144
menE	103.9683067	145.8154723	749.092465	515.5612416	600.0754092	635.1704564	619.946539	941.6192473	830.0186828	780.3621531	593.0459168	558.3399591	557.9530815	518.4280614
menF	62.42274954	474.0843635	2210.259428	2201.086306	2207.197481	3373.428807	2926.579998	2681.826146	1905.560899	989.8046434	1204.31744	919.0502919	1342.773263	1309.681235
menH	91.58249728	128.5334455	1655.441139	2474.634943	2231.812326	4258.117366	4124.489933	3724.936199	2595.865645	2252.013874	2679.96789	2259.8323	3169.413107	3531.33996
metA	57.5203281	78.19475851	991.8650258	945.5434862	1121.33373	700.3828756	499.035971	899.5127995	499.7282615	913.3348039	651.2194595	556.0227104	595.5174613	694.1001353
metE	79.78247643	49.35074641	162.4103765	109.6680902	152.3240571	174.7319959	104.4015991	209.8187796	159.6755932	270.4091201	429.0494129	280.3334325	312.5623072	250.9054503
metK	89.69775674	711.1450295	8865.584288	8713.278856	5701.002821	6728.177261	5976.14733	3420.520118	1442.144488	1523.316493	2864.365737	2774.476754	3317.774228	2786.039506
metS	84.2146896	80.95229071	874.3093395	623.3938016	780.3621531	1661.188415	2201.086306	2983.934185	2948.97934	3140.982087	2239.560617	2432.122196	2285.034132	2657.768995
mfd	77.33234198	127.2039799	793.4524733	546.8494889	625.5580681	803.4141162	908.2842165	1442.144488	1718.578457	1711.445932	810.1245964	828.8688297	778.7411217	885.2861249
mgsA	75.89852796	61.30785397	173.4047971	200.9927984	292.8463291	546.0919198	758.4971766	1360.574274	2199.561158	939.0121402	769.0854026	603.8305752	864.0673752	850.4013047
miaA	92.7965973	50.7030279	174.6714489	284.0497848	603.8305752	897.0222746	1004.3177	1957.77601	2350.904144	1249.382923	659.3953943	682.6489227	701.8407961	781.444715
minC	121.9376637	107.9335821	2012.816586	2872.318465	5495.366553	4513.403355	5319.223717	1827.936198	1712.632627	2043.745729	2836.704191	3074.209992	2104.118148	2302.523236
minD	139.0056776	98.90695035	1688.469027	3140.982087	3948.256493	5483.951133	5286.143961	2204.139776	1201.815735	1790.317815	2505.703508	2182.854115	2294.557111	2124.63603
mleA	45.16082699	50.00498433	1902.921061	1930.82273	2390.339793	1467.35273	1017.63184	1211.014144	1362.461738	1689.054308	1409.531496	902.6356817	1143.309273	995.9986662
mleN	108.0084219	195.2258116	3396.89286	2628.456238	1326.124031	1814.051879	1916.156924	1071.190978	1136.986966	1258.9454	1377.656022	1227.919272	1066.745271	929.299615
mlpA	94.48412196	69.5028388	1513.84313	2834.738618	2971.550122	3531.33996	3995.05597	3324.680524	3427.64029	1457.216984	2900.327297	2975.672422	3378.108615	3080.609283
mmgA	43.38125846	28.68053439	89.5114293	43.9259018	108.9105574	155.8484504	146.6262909	163.9372623	94.87788863	139.5849898	86.76251692	124.4998333	95.00950852	144.8082512
mmgB	67.4151063	44.66274445	133.4818707	70.27794008	140.6533398	185.2076654	95.07538692	366.3299891	171.017482	117.0515315	109.4402788	100.3571781	160.4522266	164.7346237
mmgC	24.18431885	10.91318268	24.67537321	13.91915764	59.1784498	53.26071902	16.91228865	118.6032719	39.12448889	42.42962433	21.25897303	44.84887837	54.79605021	40.30815936
mmgD	29.06074937	17.7408103	33.75431415	14.64158669	72.50456866	71.25898357	17.07720541	95.73668854	43.89546523	49.8665331	21.88696486	27.24651865	41.41266094	53.26071902
mmr	110.5074635	121.1793448	613.5342189	348.7380569	207.9366135	359.2887619	269.1002647	726.0876983	718.0796163	490.8029125	337.3260676	246.4241774	367.6017947	389.3705608
mmsA	60.71579617	69.31040291	538.9471512	289.6165025	208.3694554	280.5278122	247.4511608	389.9107174	171.254727	210.8393004	171.7302048	155.4169452	216.9171033	224.5666685
mntA	84.27308301	209.2378441	720.0733184	322.6888682	259.9337218	271.3479125	161.3444341	389.3705608	181.2704561	159.6755932	117.1326935	119.3454703	153.489909	174.4899337
mntB	84.33151691	175.7036072	643.5908478	241.3528412	237.53561	190.4145616	113.2211757	330.3839976	122.6157079	75.26984002	84.09802414	76.79816847	116.4849695	122.8709454
mntC	159.7863103	149.2927193	499.3819963	228.1754869	216.0168438	236.0583982	109.8202279	338.2626318	153.1710673	147.1353405	99.52589259	153.2772742	146.0177556	166.5717575
mntD	119.4282229	95.60406126	423.1425629	198.2256711	203.0934639	218.8805575	102.2530453	254.5843632	107.9335821	133.6207267	84.44850629	98.83841704	122.7858073	131.5985698
mntH	94.09198953	434.4360457	1368.139856	741.3443443	405.0622982	523.8463845	321.1269644	900.7606537	371.4437652	246.9371353	208.9479798	163.7101544	238.8564458	259.0344195
mntR	68.68865833	285.0359343	6026.062831	3468.268799	2391.997224	2646.738597	2363.976535	2574.363391	2078.028895	2224.090842	1773.028486	1575.943393	1532.849138	1494.036833
moaA	69.64751627	78.35752911	1371.938409	1186.914255	585.2868277	807.3217782	691.6987313	818.5915703	840.4394074	968.0917676	724.0773439	596.7570934	661.6846493	696.5098764
moaB	55.29204399	68.16692502	436.7003872	319.1299057	287.217531	372.475055	332.2211243	1652.002323	1177.082724	940.3147902	589.3578196	534.8535106	573.6392777	577.6292544
moaD	64.71373317	NA	352.7494443	501.115725	922.2410034	856.9100725	619.087706	1560.724306	1121.33373	1108.966447	772.2905993	460.4816958	706.232792	841.6053118
moaE	73.61868117	49.00985591	702.8144288	704.2774109	1289.861099	1001.536997	1117.45421	1581.414673	1891.086972	2043.745729	1191.034923	1279.176833	968.0917676	1125.226719
mobA	96.73727541	67.60228002	711.6381286	693.1385749	692.1783465	1061.581927	1331.65071	2172.288494	1335.347953	929.299615	948.1687271	1150.463901	1113.588112	1086.144247
mobB	72.50456866	53.89202903	1024.710029	1119.004405	1211.014144	1754.689443	2091.032833	2832.774408	2072.275356	1957.77601	1754.689443	2019.804579	1794.044549	1912.176527
moeA	66.67157946	66.85668882	900.7606537	727.0949676	661.6846493	1272.985261	1711.445932	2365.615687	1655.441139	1614.643556	1336.273866	1562.88943	1490.933298	1436.159233
moeB	68.92712808	46.46266496	469.5060701	421.9709875	572.8445957	680.7588394	957.4146025	1584.706553	1228.770696	1328.884497	970.1069523	1044.791971	892.0618928	962.0712952
motB	29.34412938	17.88898962	84.97697014	84.62429473	113.6142512	162.5793258	92.28344777	213.7825074	178.0328924	166.4563388	106.0793478	79.45135946	129.6968832	219.3361804
mpr	102.3239463	55.63805185	391.8071731	221.3215312	228.6504582	264.1108939	146.931509	391.2643893	596.7570934	330.6130817	190.1507738	177.4169454	226.7564849	321.3496298
mraY	101.2655746	76.69177737	825.4288194	1571.580002	1358.689424	3021.396904	3526.447875	2151.310426	1998.913046	946.8551968	1815.30972	2010.028163	2484.948091	2154.294844
mreB	87.06373455	124.4998333	761.6582464	1619.126511	2050.8411	6229.928973	7398.412371	5548.953508	1914.829205	2493.575206	3709.476794	3502.088921	3730.103638	3688.964013
mreBH	54.26687774	46.52712055	400.4560207	495.5888778	444.4877965	978.8880052	1148.870124	712.1315695	658.0256448	565.7418162	243.8753275	219.0323266	316.7059145	305.7057759
mreC	126.4129103	197.8139007	3117.124364	4887.903203	7271.312075	9014.301568	9587.905671	5438.526089	2207.197481	3249.495422	4653.175869	4314.566803	4566.901632	4383.902509
mreD	110.3543738	106.1529019	2042.329603	3354.774314	6508.006606	5518.268731	6178.324794	2563.679147	1703.162057	2488.39535	3326.985815	3306.295601	2969.491114	3184.828563
mrgA	491.1432291	483.3753186	1251.116136	648.5167379	639.145241	796.7592208	727.0949676	1033.985329	816.8911256	1153.65809	876.7368034	809.5632554	638.2598115	756.9215648
mrpA	106.3738703	121.0114709	576.4293561	579.6346379	640.475689	1069.707021	1064.529342	1272.985261	1066.006116	1127.568996	879.7806131	681.230869	819.7271661	868.8720913
mrpB	104.8366973	106.0058447	802.857425	869.4745564	705.2544237	949.4840795	893.9188133	859.8850488	774.971798	703.3017515	597.999306	504.2516188	631.6580709	608.030549
mrpC	92.7965973	66.34887047	690.2618786	828.2945007	819.7271661	1153.65809	1083.88802	764.3025322	846.2851258	852.1715043	739.8043637	499.7282615	705.2544237	687.3971214
mrpD	94.28785189	89.82219047	848.6347822	833.4778215	1095.216218	1050.601621	1189.384941	705.7434383	996.6892791	961.4046693	736.2235048	643.1448991	694.1001353	692.6582943
mrpE	NA	35.04167907	303.3837494	544.5799285	545.3354001	909.5442389	619.946539	962.7383834	761.6582464	1007.804439	612.6842692	344.6528177	595.5174613	520.9496024
mrpF	88.0957185	64.80350767	704.765748	735.2035894	526.3942792	815.7594586	813.5008257	374.5462325	587.7260359	263.5622614	420.2197037	303.3837494	370.6721721	333.3745125
mrpG	77.7084726	66.30289687	478.7073012	584.47601	293.4559195	681.230869	510.9364321	367.8566852	375.8465628	317.5852282	358.0457172	241.8552425	316.7059145	337.7940252
mscL	100.8452974	111.8173307	534.8535106	486.0631659	598.4139513	830.5942073	749.6118763	1038.294507	792.3532767	1514.892809	1330.728	1047.692769	846.8719293	983.6491407
msmE	106.7431736	50.17858906	173.2846437	96.87147475	141.0438548	174.3690284	95.67035191	302.543756	128.9796813	206.2142185	185.2076654	148.1587478	139.5849898	166.341
msmR	85.56803171	73.36397989	409.8635831	204.6478926	266.3168682	272.4787667	172.4458978	321.5724496	453.1987275	256	169.6008982	157.2591335	180.7685638	204.3643869
msmX	93.70148454	48.1011673	109.3644468	85.44949141	112.1277843	173.5250338	101.8992766	317.3651712	172.9246828	235.0786975	276.4739993	216.9171033	251.079425	322.6888682
msrA	86.76251692	112.0500902	1814.051879	1353.050527	670.4565366	1228.770696	1257.20134	1738.949113	1131.483632	1641.728675	691.6987313	585.6926583	610.5645426	853.3536841
mta	81.68504121	83.22816938	407.5971066	185.3360861	309.1150314	235.4048118	176.4358596	396.7262367	354.5880238	395.3536681	284.8384309	265.3954819	208.8031983	235.0786975
mtbP	72.40412562	43.53186728	236.7137992	147.2373623	141.4354541	200.4362998	132.2386416	231.360698	145.0091373	127.5571536	104.7640552	113.8507512	111.5850547	130.1471582
mtlA	77.27875786	55.79252733	109.2129406	89.26359465	168.4293792	207.7925327	173.5250338	230.5602508	141.8281405	275.8996851	623.826055	286.8196388	220.8617842	170.5439776
mtlD	80.11497335	47.6036404	126.3253179	120.0091003	167.2659525	291.8331578	299.6220522	295.4970669	204.2227814	415.0093414	1012.004507	553.7150789	368.6224175	301.2881247
